player_id,season,player,pfr_id,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,loaded
00-0037299,2022,Keaontay Ingram,IngrKe01,ARI,23.0,RB,12.0,0.0,5.0,4.0,21.0,0.0,1.0,-11.0,-2.8,32.0,8.0,-2.2,2.0,2.0,0.0,0.0,0.0,84.2,2023-08-28
00-0032187,2022,David Johnson,JohnDa08,NO,31.0,RB,5.0,0.0,4.0,4.0,47.0,0.0,3.0,1.0,0.3,46.0,11.5,0.3,0.0,,0.0,0.0,0.0,115.6,2023-08-28
00-0037253,2022,Marcus Jones,JoneMa06,NE,24.0,DB,15.0,4.0,4.0,4.0,78.0,1.0,3.0,-17.0,-4.3,95.0,23.8,-4.3,2.0,2.0,0.0,0.0,0.0,158.3,2023-08-28
00-0038046,2022,Charlie Kolar,KolaCh00,BAL,23.0,TE,2.0,0.0,6.0,4.0,49.0,0.0,3.0,29.0,7.3,20.0,5.0,8.2,0.0,,0.0,0.0,0.0,91.7,2023-08-28
00-0032214,2022,Tyler Kroft,KrofTy00,SF,30.0,TE,11.0,4.0,5.0,4.0,57.0,0.0,2.0,43.0,10.8,14.0,3.5,14.0,0.0,,0.0,0.0,0.0,114.2,2023-08-28
00-0031787,2022,Jake Kumerow,KumeJa00,BUF,30.0,WR,6.0,1.0,7.0,4.0,64.0,0.0,4.0,47.0,11.8,17.0,4.3,12.9,0.0,,0.0,0.0,0.0,87.8,2023-08-28
00-0034750,2022,Rashaad Penny,PennRa00,SEA,26.0,RB,5.0,5.0,5.0,4.0,16.0,0.0,2.0,-12.0,-3.0,28.0,7.0,-2.4,0.0,,0.0,0.0,0.0,80.0,2023-08-28
00-0036999,2022,Anthony Schwartz,SchwAn00,CLE,22.0,WR,11.0,1.0,10.0,4.0,51.0,0.0,2.0,24.0,6.0,27.0,6.8,14.2,0.0,,2.0,0.2,0.0,56.7,2023-08-28
00-0037475,2022,Stone Smartt,SmarSt00,LAC,24.0,TE,7.0,1.0,5.0,4.0,17.0,0.0,1.0,10.0,2.5,7.0,1.8,4.6,0.0,,0.0,0.0,0.0,80.8,2023-08-28
00-0036247,2022,Freddie Swain,SwaiFr00,2TM,24.0,,4.0,1.0,6.0,4.0,74.0,0.0,3.0,47.0,11.8,27.0,6.8,10.3,0.0,,0.0,0.0,1.0,69.4,2023-08-28
00-0036630,2022,Tylan Wallace,WallTy00,BAL,23.0,WR,9.0,0.0,7.0,4.0,33.0,0.0,1.0,24.0,6.0,9.0,2.3,13.4,1.0,4.0,1.0,0.14300000000000002,0.0,69.3,2023-08-28
00-0037272,2022,Montrell Washington,WashMo00,DEN,23.0,WR,15.0,1.0,9.0,4.0,2.0,0.0,,-11.0,-2.8,13.0,3.3,17.0,0.0,,1.0,0.111,0.0,51.6,2023-08-28
00-0034301,2022,Darrel Williams,WillDa10,ARI,27.0,RB,6.0,0.0,8.0,4.0,9.0,0.0,0.0,-6.0,-1.5,15.0,3.8,-3.0,0.0,,1.0,0.125,0.0,56.2,2023-08-28
00-0032725,2022,Stephen Anderson,AndeSt01,ARI,29.0,TE,16.0,0.0,7.0,3.0,9.0,0.0,,3.0,1.0,6.0,2.0,5.1,0.0,,2.0,0.28600000000000003,0.0,50.3,2023-08-28
00-0037594,2022,Julius Chestnut,ChesJu00,TEN,22.0,RB,6.0,0.0,3.0,3.0,41.0,0.0,1.0,2.0,0.7,39.0,13.0,0.7,1.0,3.0,0.0,0.0,0.0,118.7,2023-08-28
00-0032058,2022,Tevin Coleman,ColeTe01,SF,29.0,RB,5.0,0.0,3.0,3.0,44.0,1.0,2.0,24.0,8.0,20.0,6.7,8.0,0.0,,0.0,0.0,0.0,158.3,2023-08-28
00-0034073,2022,Ross Dwelley,DwelRo00,SF,27.0,TE,12.0,0.0,5.0,3.0,105.0,1.0,3.0,62.0,20.7,43.0,14.3,13.8,0.0,,0.0,0.0,0.0,143.7,2023-08-28
00-0036365,2022,Bryan Edwards,EdwaBr01,ATL,24.0,WR,7.0,1.0,5.0,3.0,15.0,0.0,,6.0,2.0,9.0,3.0,8.2,0.0,,0.0,0.0,1.0,25.0,2023-08-28
00-0035823,2022,Ben Ellefson,ElleBe00,MIN,26.0,TE,4.0,1.0,3.0,3.0,26.0,0.0,2.0,15.0,5.0,11.0,3.7,5.0,0.0,,0.0,0.0,0.0,102.8,2023-08-28
00-0036857,2022,Chris Evans,EvanCh02,CIN,25.0,RB,12.0,0.0,4.0,3.0,38.0,1.0,2.0,30.0,10.0,8.0,2.7,13.8,0.0,,0.0,0.0,0.0,143.7,2023-08-28
00-0036646,2022,Simi Fehoko,FehoSi00,DAL,25.0,WR,5.0,0.0,4.0,3.0,24.0,0.0,1.0,14.0,4.7,10.0,3.3,12.8,0.0,,0.0,0.0,0.0,89.6,2023-08-28
00-0035022,2022,Penny Hart,HartPe01,SEA,26.0,WR,9.0,0.0,4.0,3.0,20.0,0.0,1.0,8.0,2.7,12.0,4.0,7.8,0.0,,0.0,0.0,0.0,85.4,2023-08-28
00-0033386,2022,Cody Hollister,HollCo00,TEN,29.0,WR,11.0,3.0,5.0,3.0,54.0,0.0,2.0,46.0,15.3,8.0,2.7,15.6,0.0,,0.0,0.0,1.0,57.5,2023-08-28
00-0035562,2022,Jesper Horsted,HorsJe00,LV,25.0,TE,15.0,0.0,4.0,3.0,19.0,0.0,,13.0,4.3,6.0,2.0,6.5,0.0,,0.0,0.0,0.0,84.4,2023-08-28
00-0035628,2022,DErnest Johnson,JohnDE04,CLE,26.0,RB,15.0,0.0,3.0,3.0,7.0,0.0,0.0,-1.0,-0.3,8.0,2.7,-0.3,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0036497,2022,Tim Jones,JoneTi00,JAX,24.0,WR,17.0,1.0,4.0,3.0,30.0,0.0,1.0,9.0,3.0,21.0,7.0,1.8,1.0,3.0,1.0,0.25,0.0,95.8,2023-08-28
00-0036567,2022,Elijah Mitchell,MitcEl00,SF,24.0,RB,5.0,1.0,4.0,3.0,7.0,0.0,0.0,-9.0,-3.0,16.0,5.3,-1.8,0.0,,0.0,0.0,0.0,77.1,2023-08-28
00-0032200,2022,Ty Montgomery,MontTy01,NE,29.0,WR,1.0,0.0,4.0,3.0,15.0,1.0,1.0,8.0,2.7,7.0,2.3,3.3,0.0,,0.0,0.0,0.0,119.8,2023-08-28
00-0036727,2022,Adam Prentice,PrenAd00,NO,25.0,FB,11.0,2.0,3.0,3.0,9.0,0.0,1.0,-9.0,-3.0,18.0,6.0,-3.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0027981,2022,Kyle Rudolph,RudoKy00,TB,33.0,TE,9.0,0.0,5.0,3.0,28.0,1.0,2.0,25.0,8.3,3.0,1.0,7.6,0.0,,0.0,0.0,0.0,115.0,2023-08-28
00-0038045,2022,Isaiah Spiller,SpilIs00,LAC,21.0,RB,6.0,0.0,3.0,3.0,13.0,0.0,0.0,-10.0,-3.3,23.0,7.7,-3.3,0.0,,0.0,0.0,0.0,84.7,2023-08-28
00-0036482,2022,Mike Strachan,StraMi03,IND,25.0,WR,13.0,0.0,9.0,3.0,59.0,0.0,3.0,46.0,15.3,13.0,4.3,14.3,0.0,,0.0,0.0,0.0,57.2,2023-08-28
00-0036450,2022,KeShawn Vaughn,VaugKe00,TB,25.0,RB,15.0,0.0,4.0,3.0,19.0,0.0,1.0,-10.0,-3.3,29.0,9.7,-2.8,0.0,,0.0,0.0,0.0,84.4,2023-08-28
00-0031558,2022,Maxx Williams,WillMa04,ARI,28.0,TE,11.0,1.0,3.0,3.0,18.0,0.0,,12.0,4.0,6.0,2.0,4.0,0.0,,0.0,0.0,0.0,91.7,2023-08-28
00-0036194,2022,Devin Asiasi,AsiaDe00,CIN,25.0,TE,12.0,0.0,4.0,2.0,5.0,0.0,,5.0,2.5,0.0,0.0,14.8,0.0,,0.0,0.0,0.0,56.2,2023-08-28
00-0038147,2022,Daylen Baldwin,BaldDa01,CLE,23.0,WR,1.0,0.0,2.0,2.0,25.0,0.0,2.0,25.0,12.5,0.0,0.0,12.5,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0032062,2022,Blake Bell,BellBl00,KC,31.0,TE,3.0,1.0,2.0,2.0,20.0,1.0,1.0,12.0,6.0,8.0,4.0,6.0,0.0,,0.0,0.0,0.0,147.9,2023-08-28
00-0030456,2022,Giovani Bernard,BernGi00,TB,31.0,RB,8.0,0.0,2.0,2.0,-1.0,0.0,,-8.0,-4.0,7.0,3.5,-4.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0035603,2022,Kendall Blanton,BlanKe01,LA,27.0,TE,4.0,0.0,2.0,2.0,35.0,0.0,1.0,12.0,6.0,23.0,11.5,6.0,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0035703,2022,Miles Boykin,BoykMi00,PIT,26.0,WR,16.0,1.0,3.0,2.0,11.0,0.0,1.0,11.0,5.5,0.0,0.0,15.3,0.0,,0.0,0.0,0.0,72.9,2023-08-28
00-0036543,2022,Spencer Brown,BrowSp01,CAR,24.0,RB,2.0,0.0,4.0,2.0,10.0,0.0,0.0,-2.0,-1.0,12.0,6.0,8.8,1.0,2.0,2.0,0.5,0.0,56.2,2023-08-28
00-0031595,2022,Michael Burton,BurtMi00,KC,30.0,FB,17.0,0.0,3.0,2.0,11.0,0.0,0.0,3.0,1.5,8.0,4.0,-0.7,0.0,,1.0,0.33299999999999996,0.0,72.9,2023-08-28
00-0036277,2022,Quintez Cephus,CephQu00,DET,24.0,WR,4.0,1.0,3.0,2.0,15.0,0.0,1.0,11.0,5.5,4.0,2.0,4.7,0.0,,0.0,0.0,0.0,78.5,2023-08-28
00-0036439,2022,Tyrie Cleveland,ClevTy00,DEN,25.0,WR,6.0,0.0,7.0,2.0,28.0,0.0,1.0,11.0,5.5,17.0,8.5,14.1,1.0,2.0,0.0,0.0,1.0,4.2,2023-08-28
00-0033111,2022,Pharoh Cooper,CoopPh00,ARI,27.0,WR,5.0,1.0,2.0,2.0,6.0,0.0,,-6.0,-3.0,12.0,6.0,-3.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0036877,2022,Jaelon Darden,DardJa00,2TM,23.0,,14.0,0.0,2.0,2.0,26.0,0.0,1.0,10.0,5.0,16.0,8.0,5.0,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0032063,2022,Mike Davis,DaviMi01,BAL,29.0,RB,8.0,0.0,2.0,2.0,4.0,0.0,0.0,-7.0,-3.5,11.0,5.5,-3.5,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0037087,2022,Trestan Ebner,EbneTr00,CHI,23.0,RB,17.0,0.0,8.0,2.0,8.0,0.0,0.0,24.0,12.0,-16.0,-8.0,0.6,0.0,,1.0,0.125,0.0,39.6,2023-08-28
00-0036654,2022,Demetric Felton,FeltDe00,CLE,24.0,RB,8.0,2.0,4.0,2.0,8.0,0.0,,-3.0,-1.5,11.0,5.5,4.0,0.0,,0.0,0.0,0.0,56.2,2023-08-28
00-0035414,2022,Jalen Guyton,GuytJa01,LAC,25.0,WR,3.0,0.0,4.0,2.0,64.0,0.0,2.0,57.0,28.5,7.0,3.5,28.8,0.0,,0.0,0.0,0.0,95.8,2023-08-28
00-0035215,2022,Deonte Harty,HarrDe07,NO,25.0,WR,4.0,0.0,2.0,2.0,13.0,0.0,,5.0,2.5,8.0,4.0,2.5,0.0,,0.0,0.0,0.0,93.7,2023-08-28
00-0036355,2022,Justin Herbert,HerbJu00,LAC,24.0,QB,17.0,17.0,2.0,2.0,-10.0,0.0,0.0,-15.0,-7.5,5.0,2.5,-7.5,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0037570,2022,Dennis Houston,HousDe01,DAL,23.0,WR,2.0,0.0,6.0,2.0,16.0,0.0,,10.0,5.0,6.0,3.0,13.2,0.0,,0.0,0.0,0.0,42.4,2023-08-28
00-0035406,2022,LilJordan Humphrey,HumpLi01,NE,24.0,WR,6.0,2.0,4.0,2.0,20.0,0.0,,5.0,2.5,15.0,7.5,6.8,0.0,,0.0,0.0,0.0,64.6,2023-08-28
00-0036829,2022,Caleb Huntley,HuntCa02,ATL,24.0,RB,12.0,0.0,2.0,2.0,3.0,0.0,0.0,-6.0,-3.0,9.0,4.5,-3.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0035527,2022,Andy Isabella,IsabAn00,2TM,26.0,,5.0,0.0,5.0,2.0,21.0,0.0,2.0,16.0,8.0,5.0,2.5,14.0,0.0,,0.0,0.0,0.0,52.9,2023-08-28
00-0036810,2022,Cade Johnson,JohnCa03,SEA,24.0,WR,3.0,0.0,4.0,2.0,21.0,0.0,2.0,15.0,7.5,6.0,3.0,9.0,0.0,,0.0,0.0,0.0,65.6,2023-08-28
00-0034317,2022,Keith Kirkwood,KirkKe00,NO,28.0,WR,5.0,1.0,4.0,2.0,18.0,0.0,1.0,14.0,7.0,4.0,2.0,13.8,0.0,,1.0,0.25,0.0,62.5,2023-08-28
00-0036336,2022,Anthony McFarland,McFaAn00,PIT,23.0,RB,1.0,0.0,2.0,2.0,11.0,0.0,1.0,-4.0,-2.0,15.0,7.5,-2.0,0.0,,0.0,0.0,0.0,89.6,2023-08-28
00-0036032,2022,Sean McKeon,McKeSe01,DAL,25.0,TE,13.0,0.0,3.0,2.0,11.0,0.0,1.0,4.0,2.0,7.0,3.5,0.3,0.0,,0.0,0.0,0.0,72.9,2023-08-28
00-0036652,2022,Racey McMath,McMaRa00,TEN,23.0,WR,5.0,0.0,8.0,2.0,40.0,0.0,1.0,33.0,16.5,7.0,3.5,22.0,0.0,,0.0,0.0,1.0,8.3,2023-08-28
00-0036842,2022,Kene Nwangwu,NwanKe00,MIN,24.0,RB,17.0,0.0,2.0,2.0,21.0,0.0,1.0,0.0,0.0,21.0,10.5,0.0,0.0,,0.0,0.0,0.0,110.4,2023-08-28
00-0036228,2022,Dezmon Patmon,PatmDe00,IND,24.0,WR,1.0,0.0,6.0,2.0,24.0,0.0,1.0,17.0,8.5,7.0,3.5,12.2,0.0,,1.0,0.16699999999999998,1.0,6.9,2023-08-28
00-0036650,2022,Larry Rountree,RounLa00,LAC,23.0,RB,4.0,0.0,2.0,2.0,14.0,0.0,1.0,-17.0,-8.5,31.0,15.5,-8.5,0.0,,0.0,0.0,0.0,95.8,2023-08-28
00-0035631,2022,Drew Sample,SampDr00,CIN,26.0,TE,2.0,2.0,2.0,2.0,-2.0,0.0,,-2.0,-1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0037355,2022,Braylon Sanders,SandBr00,MIA,23.0,WR,3.0,0.0,3.0,2.0,17.0,0.0,,14.0,7.0,3.0,1.5,14.0,0.0,,0.0,0.0,0.0,81.2,2023-08-28
00-0033798,2022,Mason Schreck,SchrMa00,HOU,29.0,TE,3.0,1.0,2.0,2.0,6.0,0.0,,6.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0035217,2022,Benny Snell,SnelBe00,PIT,24.0,RB,17.0,0.0,2.0,2.0,17.0,0.0,1.0,-1.0,-0.5,18.0,9.0,-0.5,1.0,2.0,0.0,0.0,0.0,102.1,2023-08-28
00-0036438,2022,Stephen Sullivan,SullSt00,CAR,26.0,TE,14.0,0.0,6.0,2.0,46.0,0.0,2.0,25.0,12.5,21.0,10.5,14.5,0.0,,0.0,0.0,1.0,22.2,2023-08-28
00-0033114,2022,Mike Thomas,ThomMi04,CIN,28.0,WR,10.0,2.0,10.0,2.0,38.0,0.0,1.0,14.0,7.0,24.0,12.0,12.2,0.0,,1.0,0.1,1.0,3.3,2023-08-28
00-0037666,2022,Jalen Tolbert,TolbJa00,DAL,23.0,WR,8.0,1.0,3.0,2.0,12.0,0.0,,10.0,5.0,2.0,1.0,15.0,0.0,,0.0,0.0,0.0,74.3,2023-08-28
00-0036841,2022,Austin Trammell,TramAu00,LA,24.0,WR,6.0,0.0,4.0,2.0,13.0,0.0,1.0,13.0,6.5,0.0,0.0,7.5,0.0,,0.0,0.0,0.0,57.3,2023-08-28
00-0037078,2022,Cole Turner,TurnCo00,WAS,22.0,TE,10.0,2.0,9.0,2.0,23.0,0.0,1.0,16.0,8.0,7.0,3.5,7.6,0.0,,0.0,0.0,0.0,39.6,2023-08-28
00-0037387,2022,Jalen Virgil,VirgJa00,DEN,24.0,WR,9.0,1.0,5.0,2.0,75.0,1.0,2.0,32.0,16.0,43.0,21.5,14.0,0.0,,0.0,0.0,0.0,127.1,2023-08-28
00-0035924,2022,Jonathan Ward,WardJo00,2TM,25.0,,8.0,0.0,3.0,2.0,7.0,0.0,1.0,3.0,1.5,4.0,2.0,1.3,0.0,,0.0,0.0,0.0,70.1,2023-08-28
00-0035621,2022,Nsimba Webster,WebsNs00,CHI,26.0,WR,2.0,0.0,3.0,2.0,14.0,0.0,1.0,10.0,5.0,4.0,2.0,7.3,0.0,,0.0,0.0,0.0,77.1,2023-08-28
00-0035259,2022,Trevon Wesco,WescTr00,CHI,27.0,TE,14.0,1.0,4.0,2.0,26.0,0.0,1.0,14.0,7.0,12.0,6.0,5.8,0.0,,1.0,0.25,0.0,70.8,2023-08-28
00-0031545,2022,Kevin White,WhitKe00,NO,30.0,WR,7.0,2.0,5.0,2.0,74.0,0.0,2.0,6.0,3.0,68.0,34.0,18.2,0.0,,1.0,0.2,1.0,47.9,2023-08-28
00-0035291,2022,Trayveon Williams,WillTr06,CIN,25.0,RB,8.0,0.0,3.0,2.0,30.0,0.0,1.0,22.0,11.0,8.0,4.0,6.7,0.0,,0.0,0.0,0.0,99.3,2023-08-28
00-0037093,2022,Dareke Young,YounDa02,SEA,23.0,WR,13.0,0.0,2.0,2.0,24.0,0.0,2.0,1.0,0.5,23.0,11.5,0.5,1.0,2.0,0.0,0.0,0.0,116.7,2023-08-28
00-0036020,2022,Salvon Ahmed,AhmeSa01,MIA,24.0,RB,12.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,0.0,,0.0,0.0,0.0,100.0,2023-08-28
00-0037708,2022,Maurice Alexander,AlexMa02,DET,25.0,WR,4.0,0.0,1.0,1.0,7.0,0.0,,3.0,3.0,4.0,4.0,3.0,0.0,,0.0,0.0,0.0,95.8,2023-08-28
00-0037085,2022,Tyler Badie,BadiTy00,DEN,22.0,RB,1.0,0.0,1.0,1.0,24.0,1.0,1.0,-7.0,-7.0,31.0,31.0,-7.0,0.0,,0.0,0.0,0.0,158.3,2023-08-28
00-0033367,2022,CJ Board,BoarC.00,TEN,29.0,WR,4.0,0.0,1.0,1.0,6.0,0.0,,6.0,6.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,91.7,2023-08-28
00-0031051,2022,John Brown,BrowJo02,BUF,32.0,WR,3.0,0.0,2.0,1.0,42.0,1.0,1.0,42.0,42.0,0.0,0.0,43.0,0.0,,0.0,0.0,0.0,135.4,2023-08-28
00-0034171,2022,Jason Cabinda,CabiJa00,DET,26.0,FB,8.0,2.0,4.0,1.0,5.0,0.0,1.0,3.0,3.0,2.0,2.0,3.3,0.0,,2.0,0.5,0.0,39.6,2023-08-28
00-0036858,2022,Jalen Camp,CampJa03,HOU,24.0,WR,2.0,0.0,1.0,1.0,7.0,0.0,1.0,7.0,7.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,95.8,2023-08-28
00-0034366,2022,Keke Coutee,CoutKe00,IND,25.0,WR,8.0,0.0,1.0,1.0,20.0,0.0,,12.0,12.0,8.0,8.0,12.0,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0036951,2022,Frank Darby,DarbFr00,ATL,25.0,WR,5.0,0.0,1.0,1.0,15.0,0.0,1.0,14.0,14.0,1.0,1.0,14.0,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0032436,2022,Jeff Driskel,DrisJe00,HOU,29.0,QB,7.0,2.0,1.0,1.0,4.0,0.0,0.0,-3.0,-3.0,7.0,7.0,-3.0,0.0,,0.0,0.0,0.0,83.3,2023-08-28
00-0036297,2022,Darrynton Evans,EvanDa02,CHI,24.0,RB,6.0,0.0,1.0,1.0,33.0,0.0,1.0,2.0,2.0,31.0,31.0,2.0,1.0,1.0,0.0,0.0,0.0,118.7,2023-08-28
00-0038092,2022,Erik Ezukanma,EzukEr00,MIA,22.0,WR,1.0,0.0,1.0,1.0,3.0,0.0,,-4.0,-4.0,7.0,7.0,-4.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0035609,2022,Jake Gervase,GervJa00,LA,27.0,LB,14.0,0.0,1.0,1.0,12.0,0.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,,0.0,0.0,0.0,116.7,2023-08-28
00-0033106,2022,Jared Goff,GoffJa00,DET,28.0,QB,17.0,17.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,87.5,2023-08-28
00-0037828,2022,Danny Gray,GrayDa02,SF,23.0,WR,13.0,0.0,7.0,1.0,10.0,0.0,1.0,6.0,6.0,4.0,4.0,22.9,0.0,,1.0,0.14300000000000002,0.0,39.6,2023-08-28
00-0032437,2022,Kamu Grugier-Hill,GrugKa00,2TM,28.0,LB/OLB,15.0,6.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,83.3,2023-08-28
00-0036918,2022,Jacob Harris,HarrJa03,LA,25.0,WR,7.0,0.0,1.0,1.0,6.0,0.0,1.0,4.0,4.0,2.0,2.0,4.0,0.0,,0.0,0.0,0.0,91.7,2023-08-28
00-0034614,2022,Godwin Igwebuike,IgweGo00,SEA,28.0,RB,5.0,0.0,1.0,1.0,3.0,0.0,,3.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0035457,2022,Tyron Johnson,JohnTy03,2TM,26.0,WR,4.0,1.0,1.0,1.0,8.0,0.0,,-2.0,-2.0,10.0,10.0,-2.0,0.0,,0.0,0.0,0.0,100.0,2023-08-28
00-0034816,2022,Ronald Jones,JoneRo01,KC,25.0,RB,6.0,0.0,1.0,1.0,22.0,0.0,1.0,-1.0,-1.0,23.0,23.0,-1.0,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0036176,2022,Mason Kinsey,KinsMa00,TEN,24.0,WR,2.0,0.0,1.0,1.0,3.0,0.0,,3.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0036059,2022,Tyler Mabry,MabrTy00,SEA,26.0,TE,2.0,0.0,1.0,1.0,7.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,135.4,2023-08-28
00-0033873,2022,Patrick Mahomes,MahoPa00,KC,27.0,QB,17.0,17.0,1.0,1.0,6.0,0.0,0.0,-9.0,-9.0,15.0,15.0,-9.0,0.0,,0.0,0.0,0.0,91.7,2023-08-28
00-0035432,2022,Jason Moore,MoorJa02,LAC,27.0,WR,6.0,0.0,2.0,1.0,5.0,0.0,,5.0,5.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,56.2,2023-08-28
00-0035184,2022,Devine Ozigbo,OzigDe01,DEN,26.0,RB,4.0,0.0,1.0,1.0,3.0,0.0,,-4.0,-4.0,7.0,7.0,-4.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0031384,2022,Richard Rodgers,RodgRi00,LAC,30.0,TE,10.0,1.0,4.0,1.0,4.0,0.0,,1.0,1.0,3.0,3.0,-1.0,1.0,1.0,0.0,0.0,0.0,39.6,2023-08-28
00-0037805,2022,Jeremy Ruckert,RuckJe00,NYJ,22.0,TE,9.0,0.0,2.0,1.0,8.0,0.0,,7.0,7.0,1.0,1.0,3.5,0.0,,1.0,0.5,0.0,60.4,2023-08-28
00-0036880,2022,Penei Sewell,SewePe00,DET,22.0,T,17.0,17.0,1.0,1.0,9.0,0.0,1.0,3.0,3.0,6.0,6.0,3.0,0.0,,0.0,0.0,0.0,104.2,2023-08-28
00-0030968,2022,Keith Smith,SmitKe03,ATL,30.0,FB,17.0,6.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,,0.0,0.0,0.0,60.4,2023-08-28
00-0036635,2022,Ihmir Smith-Marsette,SmitIh00,2TM,23.0,,8.0,0.0,4.0,1.0,15.0,0.0,,10.0,10.0,5.0,5.0,7.0,0.0,,1.0,0.25,0.0,42.7,2023-08-28
00-0035308,2022,Tommy Sweeney,SweeTo00,BUF,27.0,TE,5.0,0.0,1.0,1.0,7.0,0.0,1.0,-1.0,-1.0,8.0,8.0,-1.0,0.0,,0.0,0.0,0.0,95.8,2023-08-28
00-0036096,2022,JJ Taylor,TaylJJ01,NE,24.0,RB,1.0,0.0,1.0,1.0,8.0,0.0,,3.0,3.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,100.0,2023-08-28
00-0035973,2022,Patrick Taylor,TaylPa01,GB,24.0,RB,14.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0037801,2022,KaVontae Turpin,TurpKa00,DAL,26.0,WR,17.0,0.0,2.0,1.0,9.0,0.0,0.0,4.0,4.0,5.0,5.0,6.5,0.0,,0.0,0.0,0.0,62.5,2023-08-28
00-0032450,2022,Dwayne Washington,WashDw00,NO,28.0,RB,12.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,6.0,6.0,1.0,0.0,,0.0,0.0,0.0,95.8,2023-08-28
00-0035891,2022,Cody White,WhitCo05,PIT,24.0,WR,1.0,1.0,1.0,1.0,2.0,0.0,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0037240,2022,Jameson Williams,WillJa11,DET,21.0,WR,6.0,0.0,9.0,1.0,41.0,1.0,1.0,36.0,36.0,5.0,5.0,16.4,0.0,,2.0,0.222,0.0,83.1,2023-08-28
00-0036457,2022,TySon Williams,WillTy01,ARI,26.0,RB,1.0,0.0,1.0,1.0,5.0,0.0,,-1.0,-1.0,6.0,6.0,-1.0,0.0,,0.0,0.0,0.0,87.5,2023-08-28
00-0029263,2022,Russell Wilson,WilsRu00,DEN,34.0,QB,15.0,15.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,2.0,2.0,-1.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0037013,2022,Zach Wilson,WilsZa00,NYJ,23.0,QB,9.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,118.7,2023-08-28
00-0035593,2022,Juwann Winfree,WinfJu00,GB,26.0,WR,3.0,0.0,4.0,1.0,17.0,0.0,1.0,12.0,12.0,5.0,5.0,13.0,0.0,,1.0,0.25,0.0,44.8,2023-08-28
00-0038108,2022,Bailey Zappe,ZappBa00,NE,23.0,QB,4.0,2.0,1.0,1.0,-6.0,0.0,0.0,-8.0,-8.0,2.0,2.0,-8.0,0.0,,0.0,0.0,0.0,79.2,2023-08-28
00-0038149,2022,Josh Ali,AlixJo00,ATL,23.0,WR,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,45.0,0.0,,0.0,0.0,0.0,39.6,2023-08-28
00-0030074,2022,David Bakhtiari,BakhDa00,GB,31.0,T,11.0,11.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,2023-08-28
